"type","value","slug","date_created"
"MASCLETA",4,"septima-jornada-mascletaes","2025-03-30T12:10:42.000Z"
"MASCLETA",4,"septima-jornada-mascletaes","2025-03-30T12:09:23.000Z"
"MASCLETA",4,"septima-jornada-mascletaes","2025-03-30T12:12:21.000Z"
"MASCLETA",4,"septima-jornada-mascletaes","2025-03-30T17:04:04.000Z"
"MASCLETA",4,"septima-jornada-mascletaes","2025-03-30T13:07:46.000Z"
"MASCLETA",4,"septima-jornada-mascletaes","2025-03-30T12:46:37.000Z"
"MASCLETA",4,"septima-jornada-mascletaes","2025-03-30T12:23:44.000Z"
"MASCLETA",4,"septima-jornada-mascletaes","2025-03-30T17:54:33.000Z"
"MASCLETA",4,"septima-jornada-mascletaes","2025-03-30T12:08:54.000Z"
"MASCLETA",4,"septima-jornada-mascletaes","2025-03-30T12:18:15.000Z"
"MASCLETA",4,"septima-jornada-mascletaes","2025-03-30T13:07:43.000Z"
"MASCLETA",4,"septima-jornada-mascletaes","2025-03-30T18:32:24.000Z"
"MASCLETA",4,"septima-jornada-mascletaes","2025-03-30T15:05:32.000Z"
"MASCLETA",4,"septima-jornada-mascletaes","2025-03-30T13:04:32.000Z"
"MASCLETA",4,"septima-jornada-mascletaes","2025-03-30T18:01:21.000Z"
"MASCLETA",4,"septima-jornada-mascletaes","2025-03-30T19:33:30.000Z"
"MASCLETA",4,"septima-jornada-mascletaes","2025-03-30T15:20:40.000Z"
"MASCLETA",4,"septima-jornada-mascletaes","2025-03-30T12:09:34.000Z"
"MASCLETA",4,"septima-jornada-mascletaes","2025-03-30T12:09:00.000Z"
"MASCLETA",4,"septima-jornada-mascletaes","2025-03-30T15:17:43.000Z"
"MASCLETA",4,"septima-jornada-mascletaes","2025-03-30T20:57:01.000Z"
"MASCLETA",4,"septima-jornada-mascletaes","2025-03-30T12:43:08.000Z"
"MASCLETA",4,"septima-jornada-mascletaes","2025-03-30T13:42:59.000Z"
"MASCLETA",4,"septima-jornada-mascletaes","2025-03-30T13:19:03.000Z"
"MASCLETA",4,"septima-jornada-mascletaes","2025-03-30T12:11:24.000Z"
"MASCLETA",4,"septima-jornada-mascletaes","2025-03-30T13:21:51.000Z"
"MASCLETA",4,"septima-jornada-mascletaes","2025-03-30T12:13:30.000Z"
"MASCLETA",4,"septima-jornada-mascletaes","2025-03-30T12:08:30.000Z"
"MASCLETA",4,"septima-jornada-mascletaes","2025-03-30T12:09:24.000Z"
"MASCLETA",4,"septima-jornada-mascletaes","2025-03-30T12:09:15.000Z"
"MASCLETA",4,"septima-jornada-mascletaes","2025-03-30T12:54:46.000Z"
"MASCLETA",4,"septima-jornada-mascletaes","2025-03-30T14:14:11.000Z"
